driver version:	441.20
NVML version:	10.441.20


devices_count:	1
devices:
- index:	0
  name:		GeForce GTX 950
  fan_speed:	0%
  temperature:	46C
  power_usage:	12404mW
  gpu_utilization:	0%
  memory_utilization:	19%


Monitoring GPUs with polling period of 250ms:


timestamp_ms,device_index,fan_speed,temperature,power_usage,gpu_utilization,memory_utilization
39493853,0,0,47,17886,27,31
39494106,0,0,47,17697,26,31
39494358,0,0,47,17405,26,31
39494611,0,0,47,17789,26,31
39494863,0,0,47,18263,26,31
39495115,0,0,47,18263,26,31
39495369,0,0,47,17983,26,31
39495622,0,0,47,17594,26,30
39495875,0,0,47,17405,26,31
39496127,0,0,47,17971,26,30
39496379,0,0,47,18360,26,31
39496631,0,0,47,18360,26,31
39496885,0,0,47,18166,26,31
39497137,0,0,47,17691,26,30
39497389,0,0,47,17600,25,30
39497643,0,0,47,17405,26,31
39497895,0,0,47,17898,25,30
39498147,0,0,47,18080,26,31
39498401,0,0,47,17898,25,30
39498654,0,0,47,17696,26,31
39498907,0,0,47,17503,25,30
39499159,0,0,47,17405,26,31
39499412,0,0,47,17985,25,30
39499664,0,0,47,18166,26,31
39499917,0,0,47,17971,26,30
39500169,0,0,47,17787,27,31
39500422,0,0,47,17787,25,30
39500676,0,0,47,17503,26,31
39500928,0,0,47,17886,26,30
39501181,0,0,47,17989,27,31
39501434,0,0,47,17794,28,30
39501687,0,0,47,17600,27,30
39501940,0,0,47,17405,26,30
39502192,0,0,47,17120,27,31
39502444,0,0,47,17504,26,30
39502697,0,0,47,17983,27,30
39502950,0,0,47,17886,26,30
39503202,0,0,47,17697,26,31
39503455,0,0,47,17611,26,30
39503708,0,0,47,17411,26,31
39503961,0,0,47,17600,25,30
39504213,0,0,47,18166,26,31
39504465,0,0,47,18166,26,30
39504719,0,0,47,17886,26,31
39504971,0,0,47,17600,25,30
39505224,0,0,47,17405,27,31
39505477,0,0,47,17600,27,31
39505729,0,0,47,17985,27,31
39505982,0,0,47,18080,26,31
39506235,0,0,47,17789,26,31
39506488,0,0,47,17697,25,30
39506741,0,0,47,17600,26,31
39506995,0,0,47,17887,26,31
39507247,0,0,47,18251,26,31
39507500,0,0,47,18094,26,31
39507752,0,0,47,18074,26,31
39508005,0,0,47,17697,26,31
39508259,0,0,47,17600,25,30
39508511,0,0,47,17710,26,31
39508763,0,0,47,18263,25,30
39509016,0,0,47,18166,26,31
39509269,0,0,47,17989,25,30
39509521,0,0,47,17697,26,31
39509774,0,0,47,17503,26,30
39510028,0,0,47,17600,27,31
39510280,0,0,47,18080,26,30
39510533,0,0,47,18068,26,31
39510786,0,0,47,17886,25,30
39511039,0,0,47,17696,26,31
39511291,0,0,47,17508,25,30
39511544,0,0,47,17400,26,31
39511796,0,0,47,17983,25,30
39512048,0,0,47,18261,26,31
39512301,0,0,47,17971,25,30
39512553,0,0,47,17789,26,31
39512807,0,0,47,17697,26,30
39513060,0,0,47,17405,26,31
39513312,0,0,47,17898,25,30
39513565,0,0,47,18177,26,31
39513817,0,0,47,18068,26,30
39514070,0,0,47,17787,26,31
39514324,0,0,47,17611,26,30
39514577,0,0,47,17411,26,30
39514829,0,0,47,17985,26,30
39515082,0,0,47,18263,26,31
39515334,0,0,47,17995,26,30
39515588,0,0,47,17789,27,31
39515841,0,0,47,17691,27,31
39516094,0,0,47,17596,27,31
39516347,0,0,47,17983,26,31
39516599,0,0,47,18189,26,31
39516852,0,0,47,17915,28,31
39517105,0,0,47,18269,29,31
39517357,0,0,47,18189,26,30
39517611,0,0,47,17812,27,31
39517863,0,0,47,18469,27,31
39518115,0,0,47,18749,27,31
39518369,0,0,47,18372,27,31
39518622,0,0,47,18104,26,31
39518875,0,0,47,18007,27,31
39519127,0,0,47,17813,26,30
39519380,0,0,47,18362,27,31
39519632,0,0,47,18664,26,30
39519885,0,0,47,18469,27,31
39520138,0,0,47,18189,26,31
39520391,0,0,47,17983,27,31
39520644,0,0,47,17985,26,30
39520897,0,0,47,18447,27,31
39521150,0,0,47,18459,26,31
39521403,0,0,47,18355,27,31
39521656,0,0,47,18372,27,31
39521909,0,0,47,18002,28,32
39522161,0,0,47,18086,26,31
39522413,0,0,47,18469,27,31
39522666,0,0,47,18847,26,31
39522919,0,0,47,18463,27,32
39523171,0,0,47,18263,27,31
39523425,0,0,47,18080,27,32
39523678,0,0,47,17972,26,31
39523930,0,0,47,18362,27,31
39524183,0,0,47,18847,26,30
39524436,0,0,47,18459,27,32
39524689,0,0,47,18276,27,31
39524942,0,0,47,17893,27,32
39525195,0,0,47,18094,27,31
39525447,0,0,47,18542,27,31
39525700,0,0,47,18652,26,31
39525953,0,0,47,18555,27,32
39526206,0,0,47,18191,26,30
39526459,0,0,47,18189,27,31
39526711,0,0,47,17898,26,31
39526964,0,0,47,18459,27,31
39527216,0,0,47,18459,27,31
39527470,0,0,47,18360,26,31
39527723,0,0,47,17995,26,31
39527975,0,0,47,17995,26,31
39528228,0,0,47,17703,27,31
39528480,0,0,47,18386,26,31
39528733,0,0,47,18567,26,31
39528986,0,0,47,18275,25,30
39529239,0,0,47,18094,26,31
39529493,0,0,47,17898,25,30
39529746,0,0,47,18094,27,31
39529998,0,0,47,18567,25,30
39530252,0,0,47,18275,27,31
39530505,0,0,47,18263,25,30
39530758,0,0,47,18116,26,31
39531011,0,0,47,17703,25,30
39531263,0,0,47,18264,26,31
39531515,0,0,47,18435,26,30
39531768,0,0,47,18530,27,31
39532020,0,0,47,18251,26,30
39532273,0,0,47,18068,27,31
39532526,0,0,47,17886,26,30
39532779,0,0,47,18068,27,31
39533032,0,0,47,18530,25,30
39533285,0,0,47,18445,26,31
39533538,0,0,47,23535,63,59
39533791,0,0,47,24102,80,79
39534043,0,0,48,24102,81,81
39534296,0,0,48,31513,81,81
39534548,0,0,48,34736,89,20
39534800,0,0,48,32708,39,25
39535052,0,0,48,30706,6,7
39535305,0,0,48,30412,1,3
39535558,0,0,48,30315,0,2
39535811,0,0,48,30338,1,3
39536064,0,0,48,30455,0,2
39536318,0,0,48,30345,1,3
39536571,0,0,48,30315,0,3
39536824,0,0,48,30422,1,3
39537077,0,0,48,30315,0,3
39537330,0,0,48,30315,1,3
39537583,0,0,48,30335,0,3
39537836,0,0,48,31446,1,2
39538088,0,0,48,31255,15,12
39538340,0,0,48,38109,37,13
39538593,0,0,48,36947,29,21
39538844,0,0,48,36497,28,21
39539096,0,0,48,36923,27,20
39539348,0,0,48,32484,18,15
39539601,0,0,49,40195,38,19
39539854,0,0,49,39782,31,16
39540106,0,0,49,39033,31,17
39540358,0,0,49,38381,31,16
39540611,0,0,49,38936,31,17
39540863,0,0,49,39905,33,14
39541116,0,0,49,40533,39,17
39541368,0,0,49,40072,38,17
39541620,0,0,49,39601,39,17
39541873,0,0,49,37894,35,15
39542125,0,0,49,38184,36,16
39542377,0,0,49,37229,35,15
39542630,0,0,49,37216,34,15
39542882,0,0,49,38269,32,15
39543134,0,0,49,22078,33,48
39543387,0,0,49,21235,46,41
39543640,0,0,48,20839,47,41
39543893,0,0,48,20443,46,42
39544145,0,0,48,20268,47,42
39544398,0,0,48,20749,47,42
39544650,0,0,48,21311,48,42
39544903,0,0,48,22362,53,48
39545155,0,0,48,22178,55,50
39545408,0,0,48,21707,54,48
39545660,0,0,48,21320,55,48
39545913,0,0,48,21311,54,48
39546166,0,0,48,21701,55,49
39546418,0,0,48,22097,53,48
39546670,0,0,48,18649,51,46
39546923,0,0,48,33153,20,10
39547175,0,0,48,33078,12,8
39547428,0,0,49,32884,12,8
39547680,0,0,49,33444,12,8
39547932,0,0,49,34002,12,8
39548185,0,0,49,33723,12,9
39548436,0,0,49,33563,12,8
39548688,0,0,49,33444,12,9
39548941,0,0,49,33247,12,9
39549193,0,0,49,33056,12,9
39549445,0,0,49,30609,6,6
39549697,0,0,49,33916,0,2
39549949,0,0,49,32595,13,32
39550203,0,0,48,19697,27,32
39550456,0,0,48,19209,35,37
39550710,0,0,48,18834,36,37
39550963,0,0,48,21033,37,35
39551215,0,0,48,21618,53,49
39551468,0,0,48,21804,54,49
39551720,0,0,48,21984,52,48
39551973,0,0,49,22088,53,48
39552226,0,0,48,21602,54,50
39552478,0,0,48,21028,54,49
39552731,0,0,48,21313,52,48
39552983,0,0,49,23610,58,51
39553236,0,0,48,23601,70,65
39553488,0,0,48,24007,71,66
39553740,0,0,49,24379,71,66
39553992,0,0,48,24573,72,67
39554245,0,0,49,23894,72,67
39554497,0,0,48,24088,73,69
39554750,0,0,49,24290,74,70
39555002,0,0,49,24670,76,72
39555254,0,0,49,24958,78,75
39555507,0,0,49,25600,80,76
39555759,0,0,49,26560,80,76
39556012,0,0,49,26657,83,82
39556264,0,0,49,21327,54,74
39556518,0,0,48,19030,5,15
39556770,0,0,49,41626,40,20
39557023,0,0,49,40837,34,18
39557275,0,0,50,40282,34,18
39557527,0,0,50,39701,34,18
39557779,0,0,50,39130,34,18
39558032,0,0,50,40072,34,18
39558284,0,0,50,41391,34,18
39558537,0,0,50,41916,34,18
39558789,0,0,50,41015,34,18
39559041,0,0,50,40475,34,18
39559294,0,0,50,39895,34,18
39559546,0,0,50,39311,34,18
39559798,0,0,50,40365,35,18
39560051,0,0,50,40543,39,17
39560303,0,0,50,41681,44,19
39560555,0,0,50,43230,45,19
39560807,0,0,51,47773,55,21
39561059,0,0,51,50958,74,24
39561311,0,0,51,41709,60,22
39561564,0,0,51,40362,49,20
39561817,0,0,51,40350,44,18
39562069,0,0,50,31416,43,18
39562321,0,0,50,40737,16,9
39562574,0,0,50,40168,41,18
39562826,0,0,51,41502,45,18
39563078,0,0,51,40930,48,19
39563330,0,0,51,39905,45,19
39563582,0,0,50,20943,44,38
39563835,0,0,50,21604,49,45
39564088,0,0,50,22943,56,53
39564340,0,0,50,20638,48,45
39564593,0,0,49,21221,49,45
39564846,0,0,49,21700,54,51
39565099,0,0,49,21896,53,51
39565351,0,0,49,22175,54,51
39565604,0,0,49,16924,2,16
39565856,0,0,50,41115,81,21
39566108,0,0,50,40682,34,19
39566360,0,0,50,40088,34,19
39566613,0,0,50,39508,34,19
39566865,0,0,51,40168,34,19
39567117,0,0,51,40908,34,19
39567370,0,0,51,42151,34,19
39567623,0,0,51,41335,34,19
39567875,0,0,51,40655,34,19
39568127,0,0,51,40072,34,19
39568380,0,0,51,39824,34,19
39568633,0,0,51,40573,34,19
39568885,0,0,51,41027,35,15
39569137,0,0,51,41861,43,19
39569389,0,0,51,41792,43,19
39569642,0,0,51,41875,45,20
39569894,0,0,52,44988,49,21
39570146,0,0,52,51247,78,27
39570399,0,0,52,45281,84,25
39570651,0,0,52,41861,54,21
39570903,0,0,51,31150,47,19
39571156,0,0,51,42915,27,12
39571408,0,0,51,42344,45,19
39571660,0,0,52,43621,52,20
39571913,0,0,52,42819,52,20
39572165,0,0,51,36188,45,19
39572417,0,0,51,21604,41,44
39572669,0,0,50,22081,57,54
39572922,0,0,50,20943,53,49
39573175,0,0,50,21415,45,42
39573428,0,0,50,21624,49,46
39573682,0,0,50,21707,56,53
39573935,0,0,50,21896,54,51
39574187,0,0,50,17308,53,50
39574440,0,0,50,20187,44,38
39574692,0,0,51,40282,52,22
39574945,0,0,51,41211,36,20
39575197,0,0,51,39601,35,19
39575449,0,0,51,39588,34,19
39575702,0,0,51,42206,35,19
39575953,0,0,52,41971,36,20
39576205,0,0,51,41957,35,19
39576458,0,0,52,41778,35,19
39576711,0,0,51,40365,36,20
39576963,0,0,51,38781,36,20
39577215,0,0,52,40268,34,19
39577468,0,0,52,42071,36,20
39577720,0,0,52,41308,35,19
39577973,0,0,52,42151,41,18
39578224,0,0,52,41115,43,19
39578477,0,0,52,39724,44,20
39578729,0,0,52,39878,43,19
39578981,0,0,52,39601,42,19
39579233,0,0,52,40543,43,19
39579485,0,0,52,41208,44,20
39579737,0,0,52,42650,45,20
39579990,0,0,52,45559,53,21
39580242,0,0,52,43109,62,22
39580494,0,0,52,39698,46,19
39580746,0,0,52,39130,39,17
39580999,0,0,52,37144,38,17
39581251,0,0,52,39601,38,17
39581503,0,0,52,40265,39,18
39581755,0,0,52,40072,38,17
39582008,0,0,52,39878,38,17
39582260,0,0,52,38752,38,17
39582513,0,0,52,38462,38,17
39582765,0,0,52,37882,40,17
39583017,0,0,52,39226,36,17
39583270,0,0,52,42247,40,18
39583522,0,0,52,42940,48,21
39583774,0,0,52,42659,48,21
39584026,0,0,52,42050,48,22
39584279,0,0,52,41595,49,22
39584531,0,0,52,41027,49,23
39584784,0,0,52,41861,49,23
39585036,0,0,53,44238,51,24
39585289,0,0,53,44601,52,24
39585541,0,0,53,45084,55,24
39585793,0,0,53,43576,56,24
39586046,0,0,53,42244,54,23
39586299,0,0,53,41678,52,23
39586551,0,0,53,41982,53,23
39586803,0,0,53,42912,51,23
39587055,0,0,53,43286,51,22
39587307,0,0,53,43383,50,23
39587560,0,0,52,20744,5,22
39587813,0,0,52,33642,99,25
39588065,0,0,53,42884,52,25
39588318,0,0,53,43802,56,26
39588570,0,0,53,43344,56,26
39588823,0,0,52,26489,40,68
39589076,0,0,52,22197,52,47
39589329,0,0,52,21917,54,51
39589581,0,0,52,21235,54,52
39589834,0,0,52,21429,53,51
39590087,0,0,52,22013,54,51
39590340,0,0,52,22578,53,51
39590592,0,0,52,22304,54,52
39590845,0,0,51,16050,26,31
39591098,0,0,52,26667,31,35
39591351,0,0,52,39218,84,23
39591603,0,0,53,41291,39,17
39591855,0,0,52,42718,43,19
39592108,0,0,53,42082,43,20
39592361,0,0,53,41305,43,19
39592613,0,0,53,40543,43,20
39592865,0,0,53,39975,43,19
39593118,0,0,53,40930,43,20
39593370,0,0,53,41401,43,20
39593622,0,0,53,42469,43,20
39593875,0,0,53,41681,43,19
39594127,0,0,53,40930,43,20
39594379,0,0,53,40253,43,20
39594632,0,0,53,39782,43,20
39594884,0,0,53,40543,43,20
39595136,0,0,53,41098,43,20
39595388,0,0,53,42251,43,20
39595640,0,0,53,42247,43,20
39595892,0,0,53,41888,44,20
39596145,0,0,53,41332,44,20
39596397,0,0,53,41401,46,21
39596649,0,0,53,44063,49,21
39596901,0,0,54,49346,73,25
39597153,0,0,53,42537,78,26
39597406,0,0,54,42469,45,20
39597657,0,0,53,42340,42,19
39597910,0,0,53,41401,42,19
39598162,0,0,53,40446,41,18
39598414,0,0,53,39252,39,18
39598666,0,0,53,20285,0,13
39598919,0,0,53,40001,66,16
39599171,0,0,53,43234,35,18
39599424,0,0,53,43205,38,20
39599676,0,0,53,40462,35,19
39599928,0,0,53,35810,28,16
39600180,0,0,53,35531,21,12
39600433,0,0,53,35701,21,12
39600686,0,0,53,37132,21,12
39600938,0,0,53,36935,21,12
39601190,0,0,53,36563,21,12
39601442,0,0,53,36273,21,12
39601694,0,0,53,35895,21,12
39601947,0,0,53,20563,14,34
39602200,0,0,53,24588,100,57
39602453,0,0,53,26673,99,92
39602705,0,0,53,26770,91,83
39602958,0,0,53,27079,92,85
39603211,0,0,53,27158,91,84
39603464,0,0,53,27097,92,85
39603716,0,0,53,26702,91,84
39603969,0,0,53,26411,92,85
39604221,0,0,53,26605,91,84
39604474,0,0,53,26867,92,85
39604727,0,0,53,27158,91,84
39604979,0,0,53,27061,92,85
39605231,0,0,53,26973,92,85
39605484,0,0,53,26594,92,85
39605736,0,0,53,26305,92,85
39605989,0,0,53,26586,92,85
39606241,0,0,53,27061,92,85
39606494,0,0,53,27255,92,85
39606746,0,0,53,27352,94,86
39606998,0,0,53,27556,94,87
39607250,0,0,53,28874,98,94
39607503,0,0,54,46169,99,23
39607755,0,0,53,44177,65,24
39608007,0,0,54,41526,53,21
39608259,0,0,54,40667,42,19
39608511,0,0,53,40001,42,19
39608764,0,0,54,40680,42,19
39609016,0,0,54,41747,49,22
39609268,0,0,54,41553,54,24
39609521,0,0,54,42940,53,23
39609773,0,0,54,43508,53,23
39610026,0,0,54,43215,51,23
39610278,0,0,54,42206,51,23
39610531,0,0,54,42206,53,23
39610783,0,0,54,40957,52,23
39611035,0,0,54,41429,50,23
39611287,0,0,54,42400,50,22
39611540,0,0,54,43315,50,22
39611792,0,0,54,43798,51,23
39612044,0,0,54,43218,50,23
39612296,0,0,54,42676,51,24
39612548,0,0,54,42521,53,25
39612800,0,0,54,42189,53,25
39613053,0,0,54,43134,53,24
39613305,0,0,54,43412,54,24
39613557,0,0,54,43798,50,23
39613810,0,0,54,43426,50,23
39614062,0,0,55,42231,49,23
39614315,0,0,54,41275,49,23
39614567,0,0,54,40887,49,23
39614819,0,0,54,41750,50,23
39615072,0,0,54,25925,15,42
39615325,0,0,54,27079,55,38
39615577,0,0,54,43053,54,26
39615829,0,0,55,44564,52,24
39616082,0,0,55,43605,57,25
39616333,0,0,54,41429,57,25
39616586,0,0,54,23566,39,59
39616839,0,0,54,22202,54,49
39617091,0,0,54,22578,53,51
39617344,0,0,54,22487,54,52
39617597,0,0,54,21917,54,52
39617850,0,0,54,21443,54,52
39618103,0,0,54,21527,53,51
39618355,0,0,54,21923,54,51
39618608,0,0,53,13840,16,28
39618860,0,0,54,26667,58,39
39619113,0,0,54,40280,44,20
39619365,0,0,54,39708,43,20
39619618,0,0,54,39878,43,20
39619870,0,0,54,40543,43,20
39620122,0,0,55,41471,43,20
39620375,0,0,54,42050,43,20
39620627,0,0,54,41305,43,20
39620879,0,0,55,40446,43,20
39621132,0,0,55,39975,43,20
39621384,0,0,55,39685,43,20
39621636,0,0,55,40350,43,20
39621888,0,0,55,40737,43,20
39622140,0,0,55,41957,43,20
39622392,0,0,55,41774,43,19
39622645,0,0,55,41027,43,20
39622897,0,0,55,40266,43,19
39623149,0,0,55,39892,43,20
39623402,0,0,55,40180,43,20
39623654,0,0,55,41027,44,20
39623906,0,0,55,41861,45,21
39624158,0,0,55,44092,47,21
39624411,0,0,55,48372,64,24
39624663,0,0,55,43137,65,24
39624915,0,0,55,39323,43,19
39625168,0,0,55,39130,41,18
39625420,0,0,55,39236,37,17
39625672,0,0,55,40001,38,17
39625925,0,0,55,40209,37,17
39626177,0,0,55,39518,38,18
39626429,0,0,55,38865,38,17
39626682,0,0,55,38184,38,17
39626934,0,0,55,38381,38,18
39627187,0,0,55,39059,40,18
39627439,0,0,55,40001,38,17
39627691,0,0,55,42843,39,18
39627943,0,0,55,42659,47,22
39628196,0,0,55,41788,48,22
39628448,0,0,55,41609,50,22
39628701,0,0,55,41498,52,23
39628953,0,0,56,42300,52,23
39629206,0,0,55,43440,53,24
39629458,0,0,55,44256,53,24
39629710,0,0,56,43881,54,24
39629963,0,0,55,43134,54,23
39630215,0,0,56,41885,52,23
39630467,0,0,56,41208,51,23
39630719,0,0,56,41401,50,23
39630972,0,0,55,41792,49,23
39631224,0,0,56,43037,48,23
39631476,0,0,56,44189,50,24
39631729,0,0,56,43412,51,24
39631981,0,0,56,42940,50,24
39632233,0,0,56,41885,51,24
39632485,0,0,56,41792,52,24
39632738,0,0,55,42275,52,24
39632990,0,0,56,43676,52,24
39633242,0,0,56,44534,52,23
39633495,0,0,56,43966,53,24
39633747,0,0,56,43023,51,23
39634000,0,0,56,41778,48,22
39634252,0,0,56,41529,50,23
39634504,0,0,56,42815,49,23
39634757,0,0,56,43302,53,24
39635010,0,0,56,44238,51,23
39635262,0,0,56,43948,51,24
39635514,0,0,56,42730,52,24
39635767,0,0,56,42054,51,24
39636018,0,0,56,41957,51,24
39636270,0,0,56,42151,50,23
39636523,0,0,56,42537,51,23
39636775,0,0,56,43644,50,23
39637027,0,0,56,43480,50,23
39637279,0,0,56,42718,49,23
39637532,0,0,56,42244,50,23
39637784,0,0,56,42730,52,24
39638036,0,0,56,41571,52,24
39638288,0,0,56,44631,51,23
39638541,0,0,56,43286,51,23
39638793,0,0,56,43948,49,23
39639045,0,0,56,43302,50,23
39639298,0,0,56,43105,51,24
39639550,0,0,56,42912,51,24
39639802,0,0,56,41861,53,24
39640054,0,0,56,42912,50,23
39640307,0,0,56,46216,51,24
39640559,0,0,56,45370,55,25
39640812,0,0,56,42827,51,23
39641064,0,0,56,43605,56,25
39641316,0,0,56,42662,52,24
39641569,0,0,57,42251,53,24
39641821,0,0,56,43202,53,24
39642074,0,0,57,43576,53,24
39642326,0,0,56,44698,53,24
39642579,0,0,57,44809,53,24
39642830,0,0,57,43093,52,24
39643082,0,0,57,42537,51,24
39643335,0,0,57,41681,51,24
39643587,0,0,57,42537,51,24
39643840,0,0,57,43286,51,24
39644092,0,0,57,43996,51,24
39644344,0,0,57,44253,51,24
39644597,0,0,57,42634,51,24
39644849,0,0,57,42537,52,24
39645101,0,0,57,41692,50,24
39645354,0,0,57,42565,51,24
39645606,0,0,57,44417,53,25
39645859,0,0,57,44505,52,25
39646111,0,0,57,44891,52,25
39646363,0,0,57,43673,51,24
39646615,0,0,57,42815,51,24
39646868,0,0,57,41861,51,24
39647120,0,0,57,42441,51,24
39647372,0,0,57,42912,52,24
39647624,0,0,57,43480,50,24
39647877,0,0,57,43966,51,24
39648129,0,0,57,42996,49,23
39648382,0,0,57,40350,51,24
39648634,0,0,57,41595,48,23
39648886,0,0,57,43966,50,24
39649138,0,0,57,42654,46,22
39649391,0,0,57,43008,51,24
39649642,0,0,57,43755,49,24
39649895,0,0,57,43755,50,24
39650147,0,0,57,43190,50,24
39650399,0,0,57,41761,50,24
39650651,0,0,57,41498,48,23
39650904,0,0,57,41571,48,24
39651156,0,0,57,42340,48,23
39651408,0,0,57,43451,48,23
39651661,0,0,57,43562,48,23
39651912,0,0,57,42940,49,24
39652165,0,0,57,42275,47,23
39652417,0,0,57,41115,48,23
39652670,0,0,57,41498,46,22
39652922,0,0,57,41957,49,23
39653174,0,0,57,42054,47,23
39653426,0,0,57,43508,49,23
39653679,0,0,57,42827,47,23
39653931,0,0,57,42912,48,23
39654183,0,0,57,41875,48,23
39654435,0,0,57,41205,48,23
39654688,0,0,57,41515,48,23
39654940,0,0,58,42662,49,23
39655192,0,0,57,43218,48,23
39655445,0,0,57,42469,47,23
39655697,0,0,57,42082,46,22
39655950,0,0,57,41415,46,22
39656202,0,0,57,40790,46,23
39656455,0,0,58,41888,46,23
39656707,0,0,57,43327,48,24
39656959,0,0,58,43870,48,24
39657211,0,0,57,43605,47,24
39657463,0,0,58,42179,45,23
39657715,0,0,57,38946,39,20
39657967,0,0,57,38868,36,18
39658219,0,0,57,38381,37,18
39658472,0,0,57,25355,5,13
39658724,0,0,57,22803,89,45
39658976,0,0,57,22039,50,45
39659228,0,0,57,22051,51,45
39659481,0,0,57,22889,49,44
39659735,0,0,56,23352,50,45
39659987,0,28,57,22033,49,44
39660240,0,34,57,21450,50,44
39660493,0,26,56,23464,48,43
39660745,0,21,57,26710,92,85
39660998,0,19,57,26234,92,86
39661250,0,19,57,26139,86,81
39661503,0,0,56,25676,87,82
39661756,0,0,56,26234,89,82
39662008,0,0,56,26613,91,85
39662261,0,0,56,26885,94,89
39662514,0,0,57,27079,92,85
39662766,0,0,56,27176,93,86
39663019,0,0,56,27388,95,90
39663272,0,0,56,29095,97,91
39663524,0,0,56,29845,96,91
39663777,0,27,56,28998,96,90
39664029,0,35,56,28417,95,91
39664282,0,27,56,29107,97,92
39664535,0,21,56,30427,99,98
39664787,0,18,57,40984,98,22
39665039,0,14,57,41526,45,21
39665291,0,13,57,42944,46,21
39665543,0,13,57,43512,45,20
39665796,0,0,57,42668,45,20
39666048,0,0,57,42775,45,20
39666300,0,0,57,41723,47,21
39666553,0,0,57,41042,46,21
39666805,0,0,57,41332,46,21
39667057,0,0,57,41723,42,19
39667310,0,0,57,43803,42,19
39667562,0,26,57,42754,41,20
39667815,0,34,57,43051,41,20
39668067,0,27,57,42206,48,21
39668320,0,20,57,41543,48,21
39668572,0,18,57,33819,48,22
39668824,0,15,56,16632,8,20
39669078,0,13,56,16632,10,25
39669329,0,12,56,18077,50,37
39669581,0,11,56,33347,46,14
39669833,0,11,56,33361,11,8
39670086,0,10,56,33250,11,8
39670339,0,10,56,34281,11,8
39670591,0,10,56,33994,11,8
39670843,0,20,56,33897,11,8
39671096,0,10,56,32312,11,8
39671348,0,10,56,33541,9,7
39671600,0,10,56,33541,11,8
39671852,0,10,56,33228,11,8
39672105,0,10,56,34185,11,8
39672357,0,10,56,34185,11,8
39672609,0,11,56,36684,9,7
39672862,0,11,56,36103,19,8
39673114,0,11,56,21910,28,39
39673369,0,12,56,21320,49,45
39673621,0,12,56,21327,49,45
39673873,0,12,56,21798,48,44
39674125,0,12,55,22013,49,45
39674377,0,13,55,21901,48,44
39674630,0,13,55,24755,48,39
39674883,0,13,55,25526,74,68
39675136,0,13,56,25063,76,70
39675388,0,13,55,25154,77,71
39675641,0,13,56,24185,80,73
39675893,0,14,55,24755,77,72
39676145,0,14,55,16920,79,70
39676397,0,14,56,38943,54,15
39676649,0,14,56,42944,45,19
39676902,0,14,56,42151,44,19
39677154,0,14,56,41861,44,19
39677406,0,14,56,42625,44,19
39677659,0,14,56,42054,44,20
39677911,0,14,56,41432,44,19
39678163,0,14,56,41584,44,19
39678415,0,14,56,42722,44,19
39678667,0,14,56,42529,44,19
39678920,0,14,56,41681,44,19
39679172,0,14,56,42179,44,19
39679425,0,14,56,42441,44,19
39679677,0,14,56,41584,44,19
39679929,0,15,56,41294,44,19
39680181,0,15,56,42529,44,19
39680433,0,15,57,43012,45,19
39680686,0,15,56,42747,46,20
39680938,0,15,56,42915,47,20
39681190,0,15,57,46235,56,22
39681442,0,15,57,46815,68,24
39681694,0,15,56,42833,52,21
39681947,0,15,56,41806,46,20
39682199,0,15,56,42736,44,19
39682452,0,15,56,42082,44,19
39682703,0,16,56,41598,43,19
39682955,0,16,56,41888,43,19
39683208,0,16,56,41792,43,19
39683460,0,16,56,40957,43,19
39683712,0,16,56,39975,42,18
39683964,0,16,56,41474,42,18
39684217,0,16,56,41819,41,18
39684469,0,16,56,41115,42,18
39684721,0,16,56,41101,42,18
39684974,0,16,56,41861,42,18
39685226,0,16,56,43190,43,19
39685479,0,16,56,43576,53,24
39685731,0,16,57,44698,53,24
39685983,0,17,56,45760,54,24
39686236,0,17,56,31730,36,17
39686489,0,17,56,44130,0,2
39686741,0,17,56,45664,52,24
39686993,0,17,56,47254,57,24
39687245,0,34,56,47822,59,26
39687497,0,17,56,47011,59,26
39687749,0,17,56,45942,59,26
39688002,0,17,57,45084,59,26
39688254,0,17,56,45649,59,26
39688506,0,17,56,46784,59,26
39688759,0,17,56,47367,59,26
39689011,0,17,56,46023,60,26
39689264,0,17,55,25065,39,71
39689517,0,18,55,21610,51,45
39689770,0,18,55,21707,52,49
39690023,0,18,55,21790,52,49
39690276,0,18,55,22472,52,49
39690528,0,36,55,22275,52,49
39690781,0,17,55,21790,52,49
39691035,0,17,55,21318,52,49
39691287,0,16,54,14998,27,40
39691540,0,16,55,39563,17,7
39691792,0,16,55,43137,36,20
39692044,0,16,55,43717,36,20
39692296,0,16,55,43055,36,20
39692549,0,16,55,42497,36,20
39692801,0,16,56,41723,36,20
39693053,0,17,55,41059,36,20
39693305,0,17,56,40852,36,20
39693557,0,17,55,42196,36,20
39693809,0,17,55,43234,36,20
39694062,0,17,56,43702,36,20
39694314,0,18,56,42983,36,20
39694566,0,18,55,42110,36,20
39694819,0,18,55,41335,36,20
39695071,0,18,55,40573,44,20
39695324,0,18,55,41612,44,20
39695577,0,18,55,43065,44,20
39695830,0,18,55,43230,45,20
39696082,0,18,55,42469,45,20
39696335,0,18,55,31247,47,20
39696587,0,18,55,41211,41,18
39696839,0,18,55,43495,46,20
39697092,0,18,55,44728,53,20
39697345,0,18,55,44215,52,20
39697597,0,18,55,23610,43,44
39697849,0,19,55,22370,54,50
39698102,0,19,54,21707,54,52
39698354,0,19,54,21610,55,52
39698608,0,19,54,21896,52,50
39698860,0,19,54,22362,53,51
